Hans,py,py2
延,yán,yan2
沿,yàn,yan2
颜,yán,yan2
炎,yán,yan2
阎,yán,yan2
盐,yán,yan2
岩,yán,yan2
铅,qiān,yan2
蜒,yán,yan2
檐,yán,yan2
妍,yán,yan2
筵,yán,yan2
芫,yuán,yan2
闫,yán,yan2
阽,yán,yan2
眼,yǎn,yan3
演,yǎn,yan3
掩,yǎn,yan3
衍,yǎn,yan3
奄,yǎn,yan3
俨,yǎn,yan3
偃,yǎn,yan3
魇,yǎn,yan3
鼹,yǎn,yan3
兖,yǎn,yan3
郾,yǎn,yan3
琰,yǎn,yan3
罨,yǎn,yan3
厣,yǎn,yan3
剡,yǎn,yan3
鼽,yǎn,yan3
研,yàn,yan4
验,yàn,yan4
沿,yàn,yan4
厌,yàn,yan4
燕,yàn,yan4
宴,yàn,yan4
咽,yè,yan4
雁,yàn,yan4
焰,yàn,yan4
艳,yàn,yan4
谚,yàn,yan4
彦,yàn,yan4
焱,yàn,yan4
晏,yàn,yan4
唁,yàn,yan4
砚,yàn,yan4
堰,yàn,yan4
赝,yàn,yan4
餍,yàn,yan4
滟,yàn,yan4
酽,yàn,yan4
谳,yàn,yan4
央,yāng,yang1
泱,yāng,yang1
秧,yāng,yang1
鸯,yāng,yang1
殃,yāng,yang1
鞅,yàng,yang1
洋,yáng,yang2
阳,yáng,yang2
杨,yáng,yang2
扬,yáng,yang2
羊,yáng,yang2
疡,yáng,yang2
佯,yáng,yang2
烊,yàng,yang2
徉,yáng,yang2
炀,yáng,yang2
蛘,yáng,yang2
养,yǎng,yang3
仰,yǎng,yang3
痒,yǎng,yang3
氧,yǎng,yang3
样,yàng,yang4
漾,yàng,yang4
恙,yàng,yang4
烊,yàng,yang4
怏,yàng,yang4
鞅,yàng,yang4
要,yào,yao1
约,yuē,yao1
邀,yāo,yao1
腰,yāo,yao1
夭,yāo,yao1
妖,yāo,yao1
吆,yāo,yao1
幺,yāo,yao1
摇,yáo,yao2
遥,yáo,yao2
姚,yáo,yao2
陶,yáo,yao2
尧,yáo,yao2
谣,yáo,yao2
瑶,yáo,yao2
窑,yáo,yao2
肴,yáo,yao2
侥,yáo,yao2
铫,yáo,yao2
珧,yáo,yao2
轺,yáo,yao2
爻,yáo,yao2
徭,yáo,yao2
繇,zhòu,yao2
鳐,yáo,yao2
咬,yǎo,yao3
杳,yǎo,yao3
窈,yǎo,yao3
舀,yǎo,yao3
崾,yǎo,yao3
要,yào,yao4
药,yào,yao4
耀,yào,yao4
钥,yuè,yao4
鹞,yào,yao4
曜,yào,yao4
疟,yào,yao4
耶,yé,ye1
噎,yē,ye1
椰,yē,ye1
掖,yè,ye1
爷,yé,ye2
耶,yé,ye2
邪,yé,ye2
揶,yé,ye2
铘,yé,ye2
也,yě,ye3
野,yě,ye3
冶,yě,ye3
业,yè,ye4
夜,yè,ye4
叶,yè,ye4
页,yè,ye4
液,yè,ye4
咽,yè,ye4
哗,yè,ye4
曳,zhuài,ye4
拽,zhuài,ye4
烨,yè,ye4
掖,yè,ye4
腋,yè,ye4
谒,yè,ye4
邺,yè,ye4
靥,yè,ye4
晔,yè,ye4
一,yī,yi1
医,yī,yi1
衣,yī,yi1
依,yī,yi1
椅,yǐ,yi1
伊,yī,yi1
漪,yī,yi1
咿,yī,yi1
揖,yī,yi1
噫,yì,yi1
猗,yī,yi1
壹,yī,yi1
铱,yī,yi1
欹,yī,yi1
黟,yī,yi1
移,yí,yi2
疑,yí,yi2
遗,yí,yi2
宜,yí,yi2
仪,yí,yi2
蛇,yí,yi2
姨,yí,yi2
夷,yí,yi2
怡,yí,yi2
颐,yí,yi2
彝,yí,yi2
咦,yí,yi2
贻,yí,yi2
迤,yǐ,yi2
痍,yí,yi2
胰,yí,yi2
沂,yí,yi2
饴,yí,yi2
圯,yí,yi2
荑,yí,yi2
诒,yí,yi2
眙,yí,yi2
嶷,yí,yi2
以,yǐ,yi3
已,yǐ,yi3
衣,yī,yi3
尾,yǐ,yi3
椅,yǐ,yi3
矣,yǐ,yi3
乙,yǐ,yi3
蚁,yǐ,yi3
倚,yǐ,yi3
迤,yǐ,yi3
蛾,yǐ,yi3
旖,yǐ,yi3
苡,yǐ,yi3
钇,yǐ,yi3
舣,yǐ,yi3
酏,yǐ,yi3
意,yì,yi4
义,yì,yi4
议,yì,yi4
易,yì,yi4
衣,yī,yi4
艺,yì,yi4
译,yì,yi4
异,yì,yi4
益,yì,yi4
亦,yì,yi4
亿,yì,yi4
忆,yì,yi4
谊,yì,yi4
抑,yì,yi4
翼,yì,yi4
役,yì,yi4
艾,yì,yi4
溢,yì,yi4
毅,yì,yi4
裔,yì,yi4
逸,yì,yi4
轶,yì,yi4
弈,yì,yi4
翌,yì,yi4
疫,yì,yi4
绎,yì,yi4
佚,yì,yi4
奕,yì,yi4
熠,yì,yi4
诣,yì,yi4
弋,yì,yi4
驿,yì,yi4
懿,yì,yi4
呓,yì,yi4
屹,yì,yi4
薏,yì,yi4
噫,yì,yi4
镒,yì,yi4
缢,yì,yi4
邑,yì,yi4
臆,yì,yi4
刈,yì,yi4
羿,yì,yi4
仡,yì,yi4
峄,yì,yi4
怿,yì,yi4
悒,yì,yi4
肄,yì,yi4
佾,yì,yi4
殪,yì,yi4
挹,yì,yi4
埸,yì,yi4
劓,yì,yi4
镱,yì,yi4
瘗,yì,yi4
癔,yì,yi4
翊,yì,yi4
蜴,yì,yi4
嗌,yì,yi4
翳,yì,yi4
因,yīn,yin1
音,yīn,yin1
烟,yīn,yin1
阴,yīn,yin1
姻,yīn,yin1
殷,yǐn,yin1
茵,yīn,yin1
荫,yìn,yin1
喑,yīn,yin1
湮,yīn,yin1
氤,yīn,yin1
堙,yīn,yin1
洇,yīn,yin1
铟,yīn,yin1
银,yín,yin2
吟,yín,yin2
寅,yín,yin2
淫,yín,yin2
垠,yín,yin2
鄞,yín,yin2
霪,yín,yin2
狺,yín,yin2
夤,yín,yin2
圻,yín,yin2
龈,yín,yin2
引,yǐn,yin3
隐,yǐn,yin3
饮,yìn,yin3
瘾,yǐn,yin3
殷,yǐn,yin3
尹,yǐn,yin3
蚓,yǐn,yin3
吲,yǐn,yin3
印,yìn,yin4
饮,yìn,yin4
荫,yìn,yin4
胤,yìn,yin4
茚,yìn,yin4
窨,yìn,yin4
应,yìng,ying1
英,yīng,ying1
鹰,yīng,ying1
婴,yīng,ying1
樱,yīng,ying1
膺,yīng,ying1
莺,yīng,ying1
罂,yīng,ying1
鹦,yīng,ying1
缨,yīng,ying1
瑛,yīng,ying1
璎,yīng,ying1
撄,yīng,ying1
嘤,yīng,ying1
营,yíng,ying2
迎,yíng,ying2
赢,yíng,ying2
盈,yíng,ying2
蝇,yíng,ying2
莹,yíng,ying2
荧,yíng,ying2
萤,yíng,ying2
萦,yíng,ying2
瀛,yíng,ying2
楹,yíng,ying2
嬴,yíng,ying2
茔,yíng,ying2
滢,yíng,ying2
潆,yíng,ying2
荥,yíng,ying2
蓥,yíng,ying2
影,yǐng,ying3
颖,yǐng,ying3
颍,yǐng,ying3
瘿,yǐng,ying3
郢,yǐng,ying3
应,yìng,ying4
硬,yìng,ying4
映,yìng,ying4
媵,yìng,ying4
育,yù,yo1
哟,yo,yo1
唷,yō,yo1
哟,yo,yo5
拥,yōng,yong1
庸,yōng,yong1
佣,yòng,yong1
雍,yōng,yong1
臃,yōng,yong1
邕,yōng,yong1
镛,yōng,yong1
墉,yōng,yong1
慵,yōng,yong1
痈,yōng,yong1
壅,yōng,yong1
鳙,yōng,yong1
饔,yōng,yong1
喁,yóng,yong2
永,yǒng,yong3
勇,yǒng,yong3
涌,yǒng,yong3
踊,yǒng,yong3
泳,yǒng,yong3
咏,yǒng,yong3
俑,yǒng,yong3
恿,yǒng,yong3
甬,yǒng,yong3
蛹,yǒng,yong3
用,yòng,yong4
佣,yòng,yong4
优,yōu,you1
幽,yōu,you1
忧,yōu,you1
悠,yōu,you1
攸,yōu,you1
呦,yōu,you1
由,yóu,you2
游,yóu,you2
油,yóu,you2
邮,yóu,you2
尤,yóu,you2
犹,yóu,you2
柚,yòu,you2
鱿,yóu,you2
莸,yóu,you2
尢,yóu,you2
铀,yóu,you2
猷,yóu,you2
疣,yóu,you2
蚰,yóu,you2
蝣,yóu,you2
蝤,yóu,you2
繇,zhòu,you2
莜,yóu,you2
有,yòu,you3
友,yǒu,you3
黝,yǒu,you3
酉,yǒu,you3
莠,yǒu,you3
牖,yǒu,you3
铕,yǒu,you3
卣,yǒu,you3
有,yòu,you4
又,yòu,you4
右,yòu,you4
幼,yòu,you4
诱,yòu,you4
佑,yòu,you4
柚,yòu,you4
囿,yòu,you4
鼬,yòu,you4
宥,yòu,you4
侑,yòu,you4
蚴,yòu,you4
釉,yòu,you4
於,yū,yu1
吁,yù,yu1
迂,yū,yu1
淤,yū,yu1
纡,yū,yu1
瘀,yū,yu1
于,yú,yu2
与,yù,yu2
余,yú,yu2
予,yǔ,yu2
鱼,yú,yu2
愚,yú,yu2
舆,yú,yu2
娱,yú,yu2
愉,yú,yu2
馀,yú,yu2
逾,yú,yu2
渔,yú,yu2
渝,yú,yu2
俞,yú,yu2
萸,yú,yu2
瑜,yú,yu2
隅,yú,yu2
揄,yú,yu2
榆,yú,yu2
虞,yú,yu2
禺,yú,yu2
谀,yú,yu2
腴,yú,yu2
竽,yú,yu2
妤,yú,yu2
臾,yú,yu2
欤,yú,yu2
觎,yú,yu2
盂,yú,yu2
窬,yú,yu2
蝓,yú,yu2
嵛,yú,yu2
狳,yú,yu2
舁,yú,yu2
雩,yú,yu2
与,yù,yu3
语,yù,yu3
雨,yù,yu3
予,yǔ,yu3
宇,yǔ,yu3
羽,yǔ,yu3
禹,yǔ,yu3
圄,yǔ,yu3
屿,yǔ,yu3
龉,yǔ,yu3
伛,yǔ,yu3
圉,yǔ,yu3
庾,yǔ,yu3
瘐,yǔ,yu3
窳,yǔ,yu3
俣,yǔ,yu3
与,yù,yu4
语,yù,yu4
育,yù,yu4
遇,yù,yu4
狱,yù,yu4
雨,yù,yu4
欲,yù,yu4
预,yù,yu4
玉,yù,yu4
愈,yù,yu4
谷,yù,yu4
域,yù,yu4
誉,yù,yu4
吁,yù,yu4
蔚,yù,yu4
寓,yù,yu4
豫,yù,yu4
粥,zhōu,yu4
郁,yù,yu4
喻,yù,yu4
裕,yù,yu4
浴,yù,yu4
御,yù,yu4
驭,yù,yu4
尉,yù,yu4
谕,yù,yu4
毓,yù,yu4
妪,yù,yu4
峪,yù,yu4
芋,yù,yu4
昱,yù,yu4
煜,yù,yu4
熨,yùn,yu4
燠,yù,yu4
菀,yù,yu4
蓣,yù,yu4
饫,yù,yu4
阈,yù,yu4
鬻,yù,yu4
聿,yù,yu4
钰,yù,yu4
鹆,yù,yu4
鹬,yù,yu4
蜮,yù,yu4
冤,yuān,yuan1
渊,yuān,yuan1
鸳,yuān,yuan1
眢,yuān,yuan1
鸢,yuān,yuan1
箢,yuān,yuan1
员,yùn,yuan2
元,yuán,yuan2
原,yuán,yuan2
园,yuán,yuan2
源,yuán,yuan2
圆,yuán,yuan2
缘,yuán,yuan2
援,yuán,yuan2
袁,yuán,yuan2
猿,yuán,yuan2
垣,yuán,yuan2
辕,yuán,yuan2
沅,yuán,yuan2
媛,yuàn,yuan2
芫,yuán,yuan2
橼,yuán,yuan2
圜,yuán,yuan2
塬,yuán,yuan2
爰,yuán,yuan2
螈,yuán,yuan2
鼋,yuán,yuan2
远,yuǎn,yuan3
院,yuàn,yuan4
愿,yuàn,yuan4
怨,yuàn,yuan4
苑,yuàn,yuan4
媛,yuàn,yuan4
掾,yuàn,yuan4
垸,yuàn,yuan4
瑗,yuàn,yuan4
约,yuē,yue1
曰,yuē,yue1
说,yuè,yue4
月,yuè,yue4
乐,yuè,yue4
越,yuè,yue4
阅,yuè,yue4
跃,yuè,yue4
悦,yuè,yue4
岳,yuè,yue4
粤,yuè,yue4
钥,yuè,yue4
刖,yuè,yue4
瀹,yuè,yue4
栎,yuè,yue4
樾,yuè,yue4
龠,yuè,yue4
钺,yuè,yue4
晕,yùn,yun1
氲,yūn,yun1
员,yùn,yun2
云,yún,yun2
匀,yún,yun2
筠,yún,yun2
芸,yún,yun2
耘,yún,yun2
纭,yún,yun2
昀,yún,yun2
郧,yún,yun2
允,yǔn,yun3
陨,yǔn,yun3
殒,yǔn,yun3
狁,yǔn,yun3
员,yùn,yun4
运,yùn,yun4
均,yùn,yun4
韵,yùn,yun4
晕,yùn,yun4
孕,yùn,yun4
蕴,yùn,yun4
酝,yùn,yun4
愠,yùn,yun4
熨,yùn,yun4
郓,yùn,yun4
韫,yùn,yun4
恽,yùn,yun4
扎,zhá,za1
咂,zā,za1
匝,zā,za1
拶,zǎn,za1
杂,zá,za2
咱,zan,za2
砸,zá,za2
咋,zhà,za3
灾,zāi,zai1
哉,zāi,zai1
栽,zāi,zai1
甾,zāi,zai1
载,zài,zai3
仔,zǐ,zai3
宰,zǎi,zai3
崽,zǎi,zai3
在,zài,zai4
再,zài,zai4
载,zài,zai4
簪,zān,zan1
糌,zān,zan1
咱,zan,zan2
攒,zǎn,zan3
拶,zǎn,zan3
昝,zǎn,zan3
趱,zǎn,zan3
赞,zàn,zan4
暂,zàn,zan4
瓒,zàn,zan4
錾,zàn,zan4
咱,zan,zan5
赃,zāng,zang1
臧,zāng,zang1
锗,zhě,zang1
驵,zǎng,zang3
藏,zàng,zang4
脏,zàng,zang4
葬,zàng,zang4
奘,zhuǎng,zang4
遭,zāo,zao1
糟,zāo,zao1
凿,zuò,zao2
早,zǎo,zao3
澡,zǎo,zao3
枣,zǎo,zao3
蚤,zǎo,zao3
藻,zǎo,zao3
缲,zǎo,zao3
造,zào,zao4
灶,zào,zao4
躁,zào,zao4
噪,zào,zao4
皂,zào,zao4
燥,zào,zao4
唣,zào,zao4
则,zé,ze2
责,zé,ze2
泽,zé,ze2
择,zhái,ze2
咋,zhà,ze2
啧,zé,ze2
迮,zé,ze2
帻,zé,ze2
赜,zé,ze2
笮,zuó,ze2
箦,zé,ze2
舴,zé,ze2
侧,cè,ze4
仄,zè,ze4
昃,zè,ze4
贼,zéi,zei2
怎,zěn,zen3
谮,zèn,zen4
曾,céng,zeng1
增,zēng,zeng1
憎,zēng,zeng1
缯,zèng,zeng1
罾,zēng,zeng1
赠,zèng,zeng4
综,zōng,zeng4
缯,zèng,zeng4
甑,zèng,zeng4
锃,zèng,zeng4
查,chá,zha1
扎,zhá,zha1
咋,zhà,zha1
渣,zhā,zha1
喳,zhā,zha1
揸,zhā,zha1
楂,zhā,zha1
哳,zhā,zha1
吒,zhà,zha1
齄,zhā,zha1
炸,zhà,zha2
扎,zhá,zha2
札,zhá,zha2
喋,zhá,zha2
轧,zhá,zha2
闸,zhá,zha2
铡,zhá,zha2
眨,zhǎ,zha3
砟,zhǎ,zha3
炸,zhà,zha4
咋,zhà,zha4
诈,zhà,zha4
乍,zhà,zha4
蜡,zhà,zha4
栅,zhà,zha4
榨,zhà,zha4
柞,zuò,zha4
吒,zhà,zha4
咤,zhà,zha4
痄,zhà,zha4
蚱,zhà,zha4
摘,zhāi,zhai1
侧,cè,zhai1
斋,zhāi,zhai1
择,zhái,zhai2
宅,zhái,zhai2
翟,zhái,zhai2
窄,zhǎi,zhai3
债,zhài,zhai4
祭,jì,zhai4
寨,zhài,zhai4
砦,zhài,zhai4
瘵,zhài,zhai4
占,zhàn,zhan1
沾,zhān,zhan1
粘,zhān,zhan1
瞻,zhān,zhan1
詹,zhān,zhan1
毡,zhān,zhan1
谵,zhān,zhan1
旃,zhān,zhan1
展,zhǎn,zhan3
斩,zhǎn,zhan3
辗,zhǎn,zhan3
盏,zhǎn,zhan3
崭,zhǎn,zhan3
搌,zhǎn,zhan3
战,zhàn,zhan4
站,zhàn,zhan4
占,zhàn,zhan4
颤,chàn,zhan4
绽,zhàn,zhan4
湛,zhàn,zhan4
蘸,zhàn,zhan4
栈,zhàn,zhan4
张,zhāng,zhang1
章,zhāng,zhang1
彰,zhāng,zhang1
璋,zhāng,zhang1
蟑,zhāng,zhang1
樟,zhāng,zhang1
漳,zhāng,zhang1
嫜,zhāng,zhang1
鄣,zhāng,zhang1
獐,zhāng,zhang1
长,zhǎng,zhang3
掌,zhǎng,zhang3
涨,zhàng,zhang3
仉,zhǎng,zhang3
丈,zhàng,zhang4
涨,zhàng,zhang4
帐,zhàng,zhang4
障,zhàng,zhang4
账,zhàng,zhang4
胀,zhàng,zhang4
仗,zhàng,zhang4
杖,zhàng,zhang4
瘴,zhàng,zhang4
嶂,zhàng,zhang4
幛,zhàng,zhang4
着,zhuó,zhao1
招,zhāo,zhao1
朝,zhāo,zhao1
嘲,zhāo,zhao1
昭,zhāo,zhao1
钊,zhāo,zhao1
啁,zhōu,zhao1
着,zhuó,zhao2
找,zhǎo,zhao3
爪,zhuǎ,zhao3
沼,zhǎo,zhao3
照,zhào,zhao4
赵,zhào,zhao4
召,zhào,zhao4
罩,zhào,zhao4
兆,zhào,zhao4
肇,zhào,zhao4
诏,zhào,zhao4
棹,zhào,zhao4
笊,zhào,zhao4
折,zhé,zhe1
遮,zhē,zhe1
蜇,zhé,zhe1
折,zhé,zhe2
哲,zhé,zhe2
辙,zhé,zhe2
辄,zhé,zhe2
谪,zhé,zhe2
蛰,zhé,zhe2
摺,zhé,zhe2
磔,zhé,zhe2
蜇,zhé,zhe2
者,zhě,zhe3
褶,zhě,zhe3
锗,zhě,zhe3
赭,zhě,zhe3
这,zhè,zhe4
浙,zhè,zhe4
蔗,zhè,zhe4
鹧,zhè,zhe4
柘,zhè,zhe4
着,zhuó,zhe5
这,zhè,zhei4
真,zhēn,zhen1
针,zhēn,zhen1
珍,zhēn,zhen1
斟,zhēn,zhen1
贞,zhēn,zhen1
侦,zhēn,zhen1
甄,zhēn,zhen1
臻,zhēn,zhen1
箴,zhēn,zhen1
砧,zhēn,zhen1
桢,zhēn,zhen1
溱,zhēn,zhen1
蓁,zhēn,zhen1
椹,zhēn,zhen1
榛,zhēn,zhen1
胗,zhēn,zhen1
祯,zhēn,zhen1
浈,zhēn,zhen1
诊,zhěn,zhen3
枕,zhěn,zhen3
疹,zhěn,zhen3
缜,zhěn,zhen3
畛,zhěn,zhen3
轸,zhěn,zhen3
稹,zhěn,zhen3
阵,zhèn,zhen4
镇,zhèn,zhen4
震,zhèn,zhen4
圳,zhèn,zhen4
振,zhèn,zhen4
赈,zhèn,zhen4
朕,zhèn,zhen4
鸩,zhèn,zhen4
正,zhèng,zheng1
争,zhēng,zheng1
征,zhēng,zheng1
丁,dīng,zheng1
挣,zhèng,zheng1
症,zhèng,zheng1
睁,zhēng,zheng1
徵,zhǐ,zheng1
蒸,zhēng,zheng1
怔,zhèng,zheng1
筝,zhēng,zheng1
铮,zhèng,zheng1
峥,zhēng,zheng1
狰,zhēng,zheng1
钲,zhēng,zheng1
鲭,zhēng,zheng1
整,zhěng,zheng3
拯,zhěng,zheng3
政,zhèng,zheng4
正,zhèng,zheng4
证,zhèng,zheng4
挣,zhèng,zheng4
郑,zhèng,zheng4
症,zhèng,zheng4
怔,zhèng,zheng4
铮,zhèng,zheng4
诤,zhèng,zheng4
帧,zhèng,zheng4
之,zhī,zhi1
只,zhǐ,zhi1
知,zhì,zhi1
指,zhǐ,zhi1
支,zhī,zhi1
织,zhī,zhi1
氏,zhī,zhi1
枝,zhī,zhi1
汁,zhī,zhi1
掷,zhì,zhi1
芝,zhī,zhi1
吱,zī,zhi1
肢,zhī,zhi1
脂,zhī,zhi1
蜘,zhī,zhi1
栀,zhī,zhi1
卮,zhī,zhi1
胝,zhī,zhi1
祗,zhī,zhi1
直,zhí,zhi2
指,zhǐ,zhi2
职,zhí,zhi2
值,zhí,zhi2
执,zhí,zhi2
植,zhí,zhi2
殖,zhí,zhi2
侄,zhí,zhi2
踯,zhí,zhi2
摭,zhí,zhi2
絷,zhí,zhi2
跖,zhí,zhi2
埴,zhí,zhi2
只,zhǐ,zhi3
指,zhǐ,zhi3
纸,zhǐ,zhi3
止,zhǐ,zhi3
址,zhǐ,zhi3
旨,zhǐ,zhi3
徵,zhǐ,zhi3
趾,zhǐ,zhi3
咫,zhǐ,zhi3
芷,zhǐ,zhi3
枳,zhǐ,zhi3
祉,zhǐ,zhi3
轵,zhǐ,zhi3
黹,zhǐ,zhi3
酯,zhǐ,zhi3
知,zhì,zhi4
至,zhì,zhi4
制,zhì,zhi4
识,shí,zhi4
治,zhì,zhi4
志,zhì,zhi4
致,zhì,zhi4
质,zhì,zhi4
智,zhì,zhi4
置,zhì,zhi4
秩,zhì,zhi4
滞,zhì,zhi4
帜,zhì,zhi4
稚,zhì,zhi4
挚,zhì,zhi4
掷,zhì,zhi4
峙,zhì,zhi4
窒,zhì,zhi4
炙,zhì,zhi4
痔,zhì,zhi4
栉,zhì,zhi4
桎,zhì,zhi4
帙,zhì,zhi4
轾,zhì,zhi4
贽,zhì,zhi4
痣,zhì,zhi4
豸,zhì,zhi4
陟,zhì,zhi4
忮,zhì,zhi4
彘,zhì,zhi4
膣,zhì,zhi4
雉,zhì,zhi4
鸷,zhì,zhi4
骘,zhì,zhi4
蛭,zhì,zhi4
踬,zhì,zhi4
郅,zhì,zhi4
觯,zhì,zhi4
中,zhōng,zhong1
终,zhōng,zhong1
钟,zhōng,zhong1
忠,zhōng,zhong1
衷,zhōng,zhong1
锺,zhōng,zhong1
盅,zhōng,zhong1
忪,zhōng,zhong1
螽,zhōng,zhong1
舯,zhōng,zhong1
种,zhòng,zhong3
肿,zhǒng,zhong3
踵,zhǒng,zhong3
冢,zhǒng,zhong3
中,zhōng,zhong4
种,zhòng,zhong4
重,zhòng,zhong4
众,zhòng,zhong4
仲,zhòng,zhong4
周,zhōu,zhou1
州,zhōu,zhou1
洲,zhōu,zhou1
粥,zhōu,zhou1
舟,zhōu,zhou1
诌,zhōu,zhou1
啁,zhōu,zhou1
轴,zhòu,zhou2
妯,zhóu,zhou2
碡,zhóu,zhou2
肘,zhǒu,zhou3
帚,zhǒu,zhou3
皱,zhòu,zhou4
骤,zhòu,zhou4
轴,zhòu,zhou4
宙,zhòu,zhou4
咒,zhòu,zhou4
昼,zhòu,zhou4
胄,zhòu,zhou4
纣,zhòu,zhou4
绉,zhòu,zhou4
荮,zhòu,zhou4
籀,zhòu,zhou4
繇,zhòu,zhou4
酎,zhòu,zhou4
诸,zhū,zhu1
朱,zhū,zhu1
珠,zhū,zhu1
猪,zhū,zhu1
株,zhū,zhu1
蛛,zhū,zhu1
洙,zhū,zhu1
诛,zhū,zhu1
铢,zhū,zhu1
茱,zhū,zhu1
邾,zhū,zhu1
潴,zhū,zhu1
槠,zhū,zhu1
橥,zhū,zhu1
侏,zhū,zhu1
术,zhú,zhu2
逐,zhú,zhu2
筑,zhù,zhu2
竹,zhú,zhu2
烛,zhú,zhu2
躅,zhú,zhu2
竺,zhú,zhu2
舳,zhú,zhu2
瘃,zhú,zhu2
主,zhǔ,zhu3
属,zhǔ,zhu3
煮,zhǔ,zhu3
嘱,zhǔ,zhu3
瞩,zhǔ,zhu3
拄,zhǔ,zhu3
褚,zhǔ,zhu3
渚,zhǔ,zhu3
麈,zhǔ,zhu3
住,zhù,zhu4
注,zhù,zhu4
助,zhù,zhu4
著,zhuó,zhu4
驻,zhù,zhu4
祝,zhù,zhu4
筑,zhù,zhu4
柱,zhù,zhu4
铸,zhù,zhu4
伫,zhù,zhu4
贮,zhù,zhu4
箸,zhù,zhu4
炷,zhù,zhu4
蛀,zhù,zhu4
杼,zhù,zhu4
翥,zhù,zhu4
苎,zhù,zhu4
疰,zhù,zhu4
抓,zhuā,zhua1
挝,wō,zhua1
爪,zhuǎ,zhua3
拽,zhuài,zhuai1
转,zhuàn,zhuai3
曳,zhuài,zhuai4
拽,zhuài,zhuai4
嘬,zuō,zhuai4
专,zhuān,zhuan1
砖,zhuān,zhuan1
颛,zhuān,zhuan1
转,zhuàn,zhuan3
传,zhuàn,zhuan4
转,zhuàn,zhuan4
赚,zuàn,zhuan4
撰,zhuàn,zhuan4
沌,zhuàn,zhuan4
篆,zhuàn,zhuan4
啭,zhuàn,zhuan4
馔,zhuàn,zhuan4
装,zhuāng,zhuang1
庄,zhuāng,zhuang1
妆,zhuāng,zhuang1
桩,zhuāng,zhuang1
奘,zhuǎng,zhuang3
状,zhuàng,zhuang4
壮,zhuàng,zhuang4
撞,zhuàng,zhuang4
幢,zhuàng,zhuang4
僮,zhuàng,zhuang4
戆,zhuàng,zhuang4
追,zhuī,zhui1
锥,zhuī,zhui1
隹,zhuī,zhui1
椎,zhuī,zhui1
骓,zhuī,zhui1
坠,zhuì,zhui4
缀,zhuì,zhui4
赘,zhuì,zhui4
惴,zhuì,zhui4
缒,zhuì,zhui4
屯,zhūn,zhun1
谆,zhūn,zhun1
肫,zhūn,zhun1
窀,zhūn,zhun1
准,zhǔn,zhun3
桌,zhuō,zhuo1
捉,zhuō,zhuo1
卓,zhuō,zhuo1
拙,zhuō,zhuo1
涿,zhuō,zhuo1
焯,zhuō,zhuo1
倬,zhuō,zhuo1
着,zhuó,zhuo2
著,zhuó,zhuo2
琢,zuó,zhuo2
缴,jiǎo,zhuo2
灼,zhuó,zhuo2
酌,zhuó,zhuo2
浊,zhuó,zhuo2
濯,zhuó,zhuo2
茁,zhuó,zhuo2
啄,zhuó,zhuo2
斫,zhuó,zhuo2
镯,zhuó,zhuo2
诼,zhuó,zhuo2
禚,zhuó,zhuo2
擢,zhuó,zhuo2
浞,zhuó,zhuo2
资,zī,zi1
咨,zī,zi1
滋,zī,zi1
仔,zǐ,zi1
姿,zī,zi1
吱,zī,zi1
兹,zī,zi1
孜,zī,zi1
谘,zī,zi1
呲,zī,zi1
龇,zī,zi1
锱,zī,zi1
辎,zī,zi1
淄,zī,zi1
髭,zī,zi1
赀,zī,zi1
孳,zī,zi1
粢,zī,zi1
趑,zī,zi1
觜,zuǐ,zi1
訾,zǐ,zi1
缁,zī,zi1
鲻,zī,zi1
嵫,zī,zi1
子,zǐ,zi3
紫,zǐ,zi3
仔,zǐ,zi3
梓,zǐ,zi3
姊,zǐ,zi3
籽,zǐ,zi3
滓,zǐ,zi3
秭,zǐ,zi3
笫,zǐ,zi3
耔,zǐ,zi3
茈,zǐ,zi3
訾,zǐ,zi3
自,zì,zi4
字,zì,zi4
渍,zì,zi4
恣,zì,zi4
眦,zì,zi4
宗,zōng,zong1
踪,zōng,zong1
综,zōng,zong1
棕,zōng,zong1
鬃,zōng,zong1
枞,zōng,zong1
腙,zōng,zong1
总,zǒng,zong3
偬,zǒng,zong3
纵,zòng,zong4
粽,zòng,zong4
邹,zōu,zou1
诹,zōu,zou1
陬,zōu,zou1
鄹,zōu,zou1
驺,zōu,zou1
鲰,zōu,zou1
走,zǒu,zou3
奏,zòu,zou4
揍,zòu,zou4
租,zū,zu1
菹,zū,zu1
足,zú,zu2
族,zú,zu2
卒,zú,zu2
镞,zú,zu2
组,zǔ,zu3
祖,zǔ,zu3
阻,zǔ,zu3
诅,zǔ,zu3
俎,zǔ,zu3
钻,zuàn,zuan1
躜,zuān,zuan1
纂,zuǎn,zuan3
缵,zuǎn,zuan3
赚,zuàn,zuan4
钻,zuàn,zuan4
攥,zuàn,zuan4
堆,zuī,zui1
嘴,zuǐ,zui3
咀,zuǐ,zui3
觜,zuǐ,zui3
最,zuì,zui4
罪,zuì,zui4
醉,zuì,zui4
蕞,zuì,zui4
尊,zūn,zun1
遵,zūn,zun1
樽,zūn,zun1
鳟,zūn,zun1
撙,zǔn,zun3
作,zuò,zuo1
嘬,zuō,zuo1
作,zuò,zuo2
昨,zuó,zuo2
琢,zuó,zuo2
笮,zuó,zuo2
左,zuǒ,zuo3
佐,zuǒ,zuo3
撮,zuǒ,zuo3
